SampleID,Score
Sample2541,3.90135936384847
Sample5239,8.90130946577079
Sample2532,9.38797642214091
Sample1215,6.11749045927153
Sample4301,4.60146419496835
Sample4031,3.3694440247642
Sample2638,6.65890194582799
Sample3413,NA
Sample3366,4.32326058212536
Sample5749,8.2842519228456
Sample1124,5.35137959249473
Sample5056,5.41156958684426
Sample1,9.89190485298559
Sample2431,9.79476374971057
Sample4085,10.2502573363246
Sample9,4.40031775515715
Sample3215,3.25653200246555
Sample364,10.2512049925515
Sample1259,5.0332842654989
Sample916,8.10579552488364
Sample4728,3.3227347341579
Sample3602,5.32253009216027
Sample2513,9.67787297413789
Sample1640,9.49383974918505
Sample233,14.8507567087536
Sample2298,5.26659318273207
Sample3016,6.80385796477794
Sample614,2.18921636263101
Sample1498,4.8723994747072
Sample3719,9.34044495793215
Sample3888,3.18182555444048
Sample4183,7.94960413970078
Sample5310,13.5240630939453
Sample1400,3.3044159745095
Sample157,6.57205097659947
Sample1287,NA
Sample1331,5.2433622027831
Sample1884,5.0095008090607
Sample2070,4.62978951270318
Sample2022,7.44128958801449
Sample5430,5.23099110734358
Sample917,NA
Sample4406,8.60915002914284
Sample5935,4.8907920697433
Sample3854,8.38599713424367
Sample4864,6.42982518001945
Sample516,5.25874145361295
Sample1622,4.15853935721898
Sample2020,6.68098993134041
Sample4404,6.78791058602367
Sample718,4.66697063278874
Sample3972,7.16347735048187
Sample2653,6.80689328233484
Sample4636,10.873855969948
Sample4710,4.72805630375893
Sample327,7.72127350831445
Sample2858,7.38272487158286
Sample370,9.19242958598314
Sample3590,8.47646207989256
Sample2880,3.02249087703382
Sample692,4.36451168093315
Sample3968,3.82538697133594
Sample5478,8.08879409263167
Sample2877,10.0535261235701
Sample5328,2.90389272011857
Sample1434,4.50670037001575
Sample5560,6.12704704539165
Sample3485,5.23953880529371
Sample4061,10.629245391566
Sample5721,6.70728150397141
Sample4970,3.90767790204889
Sample3250,5.12539488866603
Sample787,10.7041413574296
Sample1344,4.92274352493848
Sample994,8.95913529810264
Sample563,10.3377689484124
Sample5077,NA
Sample851,5.53187833052455
Sample1399,NA
Sample2511,10.9924017804683
Sample5501,8.96190745095037
Sample451,5.6974166342795
Sample467,4.32355136637405
Sample1522,10.5096452366268
Sample3874,5.24332789695558
Sample3574,3.73682746974938
Sample5821,5.1272717010668
Sample88,4.43496931699892
Sample1592,11.8338663141683
Sample4327,7.53863190577389
Sample5048,9.12107049931687
Sample1054,9.37026196586675
Sample1963,3.86393728360252
Sample3728,6.87466044805496
Sample5653,4.3295635569443
Sample3692,6.68042620692184
Sample619,7.07013506234093
Sample1073,NA
Sample5161,2.65072630242314
Sample257,2.89618945023473
Sample2506,2.68212575741559
Sample1920,9.77825857425378
Sample4030,3.13790945138926
Sample4321,8.5067306358252
Sample4755,3.41777118259958
Sample1158,2.98575100446349
Sample1220,9.21652383916429
Sample1600,4.51538070191976
Sample3153,7.8695609351971
Sample176,5.16271060006547
Sample3426,3.7036587872903
Sample3244,11.6755370335144
Sample5618,7.61964933578252
Sample1827,6.37079921637619
Sample3977,7.64202159591275
Sample639,4.80432664859362
Sample4805,3.76779636138605
Sample2738,2.82682175717531
Sample1525,6.14805183960919
Sample4083,3.39140306553488
Sample4699,NA
Sample1850,8.39134195232318
Sample2244,4.02732095192984
Sample4783,4.76305329897927
Sample2569,4.62912554570701
Sample263,6.50948554973335
Sample4446,5.88558897484546
Sample706,6.42454904658269
Sample1069,9.77550967919889
Sample4677,3.98768260468139
Sample5672,5.94284504910802
Sample1586,5.42731543759513
Sample1022,6.31459284287444
Sample5445,14.7731680278225
Sample5329,4.39686547789282
Sample2530,4.58564518066516
Sample3322,5.54100308198799
Sample188,NA
Sample1001,15.8223780871465
Sample386,4.69606997011684
Sample4330,5.25117538383529
Sample5110,4.33159395132345
Sample3496,8.86946347320374
Sample1862,6.28019540463638
Sample2310,4.47339089228646
Sample1166,4.98327576263106
Sample1628,10.2039292746827
Sample897,9.23172529948141
Sample5224,3.57833403252996
Sample280,10.8536704707792
Sample4147,11.651441514875
Sample4017,4.63415910732733
Sample5980,10.7981893459198
Sample3630,3.69610882757563
Sample3687,7.91047274395457
Sample2117,7.52751098637526
Sample217,5.41690434661284
Sample3052,5.32191081280611
Sample3028,2.60835403927487
Sample5950,6.7313843142527
Sample920,5.78068555307563
Sample5602,3.26703604471259
Sample5955,7.1103537863134
Sample1627,7.22284689017407
Sample1180,8.84425913414066
Sample2782,10.7641188396247
Sample4171,5.54122365292327
Sample1484,9.25172916539252
Sample3456,8.05124561688008
Sample2801,7.41404930526954
Sample5219,7.15623170248985
Sample3245,5.33155881881738
Sample1330,11.0264966835032
Sample5194,5.81525451327177
Sample2697,9.29147507617678
Sample5588,6.39717718115664
Sample4391,3.29214016796606
Sample1452,4.92427100716294
Sample4944,10.5072255028769
Sample2855,7.7568334824054
Sample950,4.47455132962571
Sample3281,7.22675709113224
Sample3577,NA
Sample2675,5.65821543164394
Sample5702,10.3758750196874
Sample3850,8.64502968878611
Sample5006,3.28968334431386
Sample5100,3.91480439292247
Sample5703,15.2170417868866
Sample6000,5.47486077811128
Sample2682,3.85686139740164
Sample2049,2.96838174158777
Sample5768,11.1362826039883
Sample1170,10.6947491854163
Sample1760,4.85965976830535
Sample1836,5.99625911944569
Sample979,9.0724434274214
Sample2023,3.31146964118444
Sample1972,4.77026808039819
Sample2868,NA
Sample3306,18.2089877758633
Sample2706,7.1872924815821
Sample4181,7.21055295563528
Sample899,6.81848578599201
Sample4060,3.71614112190635
Sample482,NA
Sample962,7.94207671465726
Sample3441,5.86532337258593
Sample4435,3.20492677903297
Sample329,3.26714017049304
Sample633,8.28158324015817
Sample1147,4.12867849847155
Sample1658,12.5529860988012
Sample3177,7.77990398025175
Sample5504,2.90991291143144
Sample3342,4.77524625454119
Sample314,5.13583391596012
Sample4436,4.83699379961608
Sample4861,7.96944134318101
Sample4708,7.06386144310426
Sample1083,6.04683033163639
Sample59,3.74565601419089
Sample2002,7.09718137334891
Sample2565,13.2420850211324
Sample3572,8.45008987299865
Sample3335,6.20544206076825
Sample2524,7.43240427678791
Sample2509,4.90205183189842
Sample2810,9.01332736052459
Sample3695,15.6302962779694
Sample4499,3.8558246292885
Sample2333,6.57214393825751
Sample479,4.91600483099905
Sample4939,9.2935049065274
Sample2993,5.14867184766895
Sample2280,7.42476378319533
Sample4389,5.5188032181795
Sample481,5.87518640237141
Sample5730,6.88725398946641
Sample5889,6.52368743109341
Sample81,4.54503987432102
Sample260,4.94704599344899
Sample2890,5.01302017304323
Sample116,5.72811625030656
Sample5153,NA
Sample5736,9.76671290400694
Sample1036,4.18472050157924
Sample5236,8.72694417023015
Sample3147,3.62986327882538
Sample5226,1.43858358748939
Sample418,5.97941692380583
Sample2270,NA
Sample3550,6.75117308813888
Sample2667,3.62208683176285
Sample2466,7.82089974871507
Sample1651,3.75138887982982
Sample5058,7.78268904078707
Sample1643,4.75259195300963
Sample3862,3.57022181574791
Sample5960,7.31765114389229
Sample4510,6.36180797897728
Sample5828,NA
Sample669,7.23543463658128
Sample2763,2.96391617401841
Sample5932,2.9779547344797
Sample5036,12.4120939913304
Sample1757,6.12849121801117
Sample2241,4.11833935463674
Sample2074,3.83354962024558
Sample4845,3.95861596335881
Sample3066,2.93996309670089
Sample5994,3.24140840697239
Sample695,3.4936570137912
Sample5042,5.97548033501067
Sample1384,5.52461034919368
Sample3209,5.10807248499655
Sample2907,5.84086423309382
Sample3557,5.36212278185867
Sample685,4.01143907790229
Sample4021,4.78643582968442
Sample3262,4.71049360751826
Sample919,4.06213503691774
Sample1506,9.457470499487
Sample1046,NA
Sample2248,12.2683855960537
Sample4911,4.37223029112787
Sample5625,6.21903154302685
Sample2886,4.44003702025961
Sample453,7.75526197521142
Sample249,1.73982522661992
Sample4624,5.32327230520006
Sample3945,2.52004343054147
Sample1497,9.30173675960028
Sample5227,5.63141075049172
Sample5644,1.96742535520759
Sample3464,2.23043975192173
Sample1164,2.57877650761222
Sample1918,7.48580162850107
Sample1864,1.76822794914228
Sample3232,11.3799444660639
Sample5435,4.49367291510939
Sample4512,3.92877090585324
Sample2773,5.92435943147337
Sample823,9.93849952307051
Sample1939,10.8992439341482
Sample5858,2.69441411877851
Sample4822,6.23482506754909
Sample1675,5.12858443894148
Sample3160,7.28270801016425
Sample1447,7.11190733847199
Sample3192,2.47203975567547
Sample4432,10.2657376890745
Sample5294,10.9693102194335
Sample2995,6.09088637881735
Sample4655,10.013212826129
Sample5681,7.23805381691345
Sample4099,3.70195770066978
Sample4553,9.25018635735397
Sample4125,5.84785468227979
Sample4801,10.1113588529584
Sample3340,4.46188094171511
Sample4955,8.01017440994142
Sample2943,15.822712439714
Sample62,3.44581036598801
Sample2289,5.09062590053311
Sample2673,6.17699665793835
Sample3195,8.93980033606932
Sample4625,5.27262538488044
Sample92,6.27949813131254
Sample1299,4.21817379078973
Sample232,5.59829994103493
Sample5760,4.37231484838889
Sample4218,5.78739677863446
Sample2148,5.46276736081076
Sample1803,4.34893379867466
Sample376,8.81878986893876
Sample2705,7.2299024634824
Sample483,7.00404566263693
Sample1076,7.78381520263521
Sample4427,6.39583211192089
Sample3115,4.17449083171635
Sample4351,26.0629693109168
Sample657,5.34752384040306
Sample40,12.6992935511527
Sample201,3.34880144287187
Sample58,6.48122000378003
Sample3693,6.35553227298655
Sample1098,4.68725451227157
Sample4764,2.91493864122441
Sample3100,8.16745447188845
Sample3851,3.25534970453587
Sample3558,4.08489623345348
Sample3089,8.05888422682201
Sample4047,6.33801341537528
Sample5192,6.68697436475583
Sample1897,3.21822463935437
Sample4444,12.5512830008374
Sample3868,10.1492858217431
Sample3120,8.41174347924275
Sample3249,12.3919267855142
Sample5403,9.4710799486089
Sample763,3.47415530563037
Sample4867,11.3254625307282
Sample1520,10.5633018694791
Sample5765,3.16551736746134
Sample2802,4.63474646058748
Sample885,5.76323431886849
Sample333,7.24526587591453
Sample4220,6.86285134847743
Sample4601,7.12498171576767
Sample2406,8.71429600677471
Sample1745,6.34531542087406
Sample5474,5.5454549345188
Sample5990,10.2213834816968
Sample4231,2.82619490444052
Sample5319,3.21528237390516
Sample1632,5.76566456790359
Sample835,4.17289731533943
Sample671,5.61908808109095
Sample2196,18.3056737678548
Sample2817,4.60832900308701
Sample508,4.84271159860624
Sample5264,NA
Sample372,5.95884635486255
Sample5507,4.9773049553565
Sample100,6.77472998301758
Sample1148,3.0475802306338
Sample2539,4.99236149900595
Sample937,10.0946540763361
Sample3746,6.31846393519007
Sample2089,7.04302678967865
Sample4542,5.25463643029433
Sample4614,7.08933225817017
Sample2434,7.32520581917713
Sample2440,6.52853967228083
Sample2941,8.51183350555402
Sample2815,4.7946890958988
Sample4704,1.953765263446
Sample4388,15.0426010672266
Sample3216,1.90840115533946
Sample5107,4.12130161432415
Sample5915,9.6980117949801
Sample641,3.96551030121798
Sample248,6.70621589266399
Sample3058,9.22219215212048
Sample5151,3.68401624836146
Sample3357,7.45222552415721
Sample561,4.97273903642698
Sample830,6.15290797989889
Sample2852,9.36012765215248
Sample4536,7.97177133714488
Sample2656,8.33416375092721
Sample1895,6.37747209572192
Sample1318,5.66408353970944
Sample5418,7.48355008898187
Sample3419,4.84663301586128
Sample1369,5.92944251754142
Sample4162,6.62056797554892
Sample4476,5.63199721655585
Sample4065,3.56398738628088
Sample1703,5.78145421863729
Sample1599,3.04866726109017
Sample148,6.33278896655957
Sample3722,14.1478517773341
Sample2053,11.1035417764577
Sample5292,4.17874615644732
Sample2496,9.5083430881591
Sample90,5.08834611046819
Sample3163,5.68699285383299
Sample3133,6.33966610806853
Sample5979,7.11645419803593
Sample5844,5.67130148276215
Sample1347,9.22703907148202
Sample328,7.08894486434132
Sample5515,10.6370529914314
Sample5098,2.96594808003255
Sample5423,3.07461779925709
Sample975,4.20194056128048
Sample5941,3.35477146081784
Sample193,4.19068890122023
Sample239,NA
Sample191,4.86163690174032
Sample3096,3.13887582414129
Sample5122,11.1182095135512
Sample2968,8.62511240563278
Sample192,4.12393649972938
Sample3353,5.90868666188045
Sample1193,NA
Sample519,5.57912391254844
Sample2645,8.07871202804905
Sample2893,8.35815195478734
Sample209,5.0253052233272
Sample4836,6.12418479766009
Sample168,9.1815570988546
Sample2454,3.30539252782704
Sample3080,2.98580020884394
Sample3176,3.19872692506627
Sample3238,5.34189892811852
Sample1015,4.4624298670303
Sample434,4.75422151834239
Sample358,4.73056947409186
Sample1666,3.63270412201897
Sample1865,NA
Sample949,9.47971485978427
Sample3429,8.61578371849926
Sample1417,7.85702616667738
Sample1291,9.6183915229457
Sample3769,4.22485231402606
Sample4716,11.1860138940779
Sample3518,6.09498609431984
Sample2979,7.13899927341157
Sample3891,3.00458987011714
Sample1419,10.6768083662268
Sample5845,8.87697754272077
Sample146,4.68556868240151
Sample25,8.48116331184533
Sample3377,2.67291215202747
Sample2612,3.58032305355209
Sample3986,4.4609055216927
Sample2181,7.67954338478275
Sample5335,6.96028666778708
Sample3499,6.45906964836756
Sample1236,12.4336076684446
Sample5470,13.9417533311093
Sample1575,10.6782654871949
Sample123,10.3877551736193
Sample1912,8.52143912971137
Sample758,6.537021879342
Sample320,5.82291574019544
Sample2407,7.28566115740008
Sample3000,3.09852454491866
Sample2485,13.9876285935565
Sample4073,5.19451515327389
Sample5240,7.36147529330979
Sample3701,3.57261085305222
Sample2626,13.8920645721054
Sample2247,5.71038904840694
Sample3712,14.4195917929099
Sample4705,6.66133664878654
Sample3528,6.57349472678438
Sample1389,7.55013455641332
Sample678,7.61765269205484
Sample4098,2.60520147917348
Sample3741,6.82274418878616
Sample2665,3.99962591372467
Sample3598,7.30378308699016
Sample5117,9.19192816498566
Sample2146,4.78454213287704
Sample5483,6.69138142736897
Sample3700,6.355768656883
Sample4217,7.11831302064054
Sample3914,4.60083433110397
Sample2423,6.93716213170404
Sample1191,8.29954375431007
Sample4492,5.50003070250249
Sample468,4.49347264252379
Sample4356,4.06305739919145
Sample5673,9.84131326715114
Sample2283,6.69353864411799
Sample2470,8.63104743261559
Sample5238,5.20869303921756
Sample34,10.1215345363748
Sample4312,5.89399740785863
Sample2441,6.07220936297672
Sample5532,4.60408111415891
Sample5996,6.09956498554022
Sample3146,7.92015727519885
Sample1008,2.28496628553269
Sample2581,3.2740750879464
Sample4223,4.52116062218175
Sample2780,9.46425209423958
Sample5660,5.83561409004556
Sample1446,6.58002745364057
Sample666,12.7963896199683
Sample814,2.37026896064767
Sample5604,3.08931811124149
Sample3139,6.46639963500551
Sample5421,3.58430525035127
Sample4394,6.41966220334489
Sample1947,4.87911680600709
Sample1656,9.20281940759334
Sample4158,3.10528019860203
Sample1448,5.23676644331944
Sample1756,6.66039276936161
Sample1403,8.95673912310118
Sample808,11.302620728989
Sample1264,4.36199758947345
Sample5745,7.38943513715166
Sample698,2.1761924704678
Sample1639,13.4469559257235
Sample5498,5.49092268087795
Sample2603,15.2760738741064
Sample1411,9.6508591047096
Sample2879,5.13527668285386
Sample1657,3.75235928301509
Sample3786,6.16945042109012
Sample2338,4.56958675008545
Sample1950,7.5262424927325
Sample3810,8.01757087509798
Sample5364,2.93161981846774
Sample1361,5.659455066825
Sample2084,5.01233906091748
Sample4411,8.09806318200197
Sample5210,11.9587454169721
Sample524,5.47100098278486
Sample4028,4.93620489937903
Sample1154,9.11749001300377
Sample439,2.79975021017855
Sample1922,4.65514042592703
Sample4208,5.05066184842329
Sample194,5.14148489381861
Sample3179,4.14373518096696
Sample331,12.8980962567606
Sample1866,5.5576959898183
Sample4313,18.2616665924896
Sample258,3.2384988029452
Sample1829,5.88433826556044
Sample5186,9.62039794215144
Sample2286,6.8553425246067
Sample2973,7.560724293875
Sample4610,3.458174502069
Sample4105,4.64534717849875
Sample2552,7.33576973429933
Sample3739,4.2555875756037
Sample1917,10.186431092991
Sample2015,4.69297473464527
Sample3083,8.99235928596466
Sample4478,6.7353986668491
Sample5962,9.04731565395425
Sample5771,3.01774958580942
Sample1915,7.17162441943591
Sample2103,4.60393900850226
Sample1023,3.62821451398738
Sample4172,6.71191039734828
Sample3260,5.06921356946057
Sample1151,4.6992535378616
Sample1207,8.05518968682662
Sample1230,2.38165193162637
Sample5856,3.71032069231353
Sample3054,3.19714076178121
Sample1269,2.93727621735249
Sample3401,NA
Sample4549,4.06587955352584
Sample5331,7.60953791397096
Sample4730,4.25028504894508
Sample2127,7.36873149249131
Sample1587,7.40560760796983
Sample3184,4.93784329641129
Sample1474,7.66572153933931
Sample5074,9.86384254457536
Sample3336,9.11777420571574
Sample3611,5.10542377293311
Sample1766,3.59212992388172
Sample4241,5.5233868425727
Sample2373,9.40463097655135
Sample3806,5.02925805642834
Sample2290,9.69156355176278
Sample4857,4.86877004724992
Sample4527,6.17342729390396
Sample877,4.41027357185863
Sample5209,9.55857009947362
Sample1875,8.15510704301549
Sample2125,10.3901568303994
Sample1930,1.68908132031407
Sample4992,9.49235020850926
Sample807,7.65395976550304
Sample5927,4.32719712551532
Sample313,8.49900749691316
Sample5198,6.74794155196699
Sample4980,4.09577389437047
Sample4617,5.34282371744332
Sample1333,6.6380550396658
Sample3112,6.54895869102143
Sample247,9.30430774382244
Sample3495,5.98319183315305
Sample2703,2.85738679385754
Sample606,3.82352409539758
Sample3459,9.75329786659444
Sample3404,4.05137698002502
Sample5873,7.37641302006034
Sample858,6.24724390157178
Sample4145,5.18706320006008
Sample4969,8.12487751266485
Sample2500,1.93672403743452
Sample3745,1.92382946100655
Sample868,9.21237017005365
Sample3613,5.42221539812646
Sample1064,5.0662637308534
Sample802,9.85853564481383
Sample3001,5.55457124512201
Sample4641,5.36586124386499
Sample1273,5.35744272925068
Sample2587,13.7978761297994
Sample1883,4.24986713717547
Sample518,3.33066971184809
Sample1260,2.35087515739161
Sample4737,3.45307403656341
Sample2100,4.89016417435844
Sample5030,5.965271983537
Sample3490,1.8978184215609
Sample2236,4.41530599910474
Sample1313,6.14513143508817
Sample5127,3.90822880248112
Sample4556,5.09921105672652
Sample801,4.1994216172795
Sample3223,5.56372902740746
Sample2321,5.89016857705233
Sample3212,11.0864721172944
Sample5750,6.51994218232709
Sample2362,3.71728958375274
Sample1246,11.7447953118923
Sample4396,NA
Sample683,7.45039788049906
Sample3297,4.71928840751578
Sample4456,4.88789522553692
Sample3738,10.176227339499
Sample2456,12.4061190931208
Sample1028,6.92186145199724
Sample334,13.8911221068273
Sample1635,3.96054049885554
Sample1991,4.03517571779236
Sample5189,2.47167980173686
Sample3138,NA
Sample2588,4.05264675602895
Sample1267,5.94051062584833
Sample391,4.26838315383186
Sample4673,3.41047350619664
Sample4804,3.68811249166853
Sample1398,3.33969408306839
Sample2473,5.39248653847333
Sample1653,12.1385669539513
Sample2883,4.10662062922892
Sample3126,3.43610999397719
Sample5409,5.43637279286709
Sample2547,5.51918362637885
Sample3278,6.28457813711951
Sample1623,5.73607874879114
Sample4443,5.96356070502381
Sample5095,4.35391775504998
Sample1391,3.95020817274869
Sample1108,8.69088506304133
Sample2559,5.11330883985639
Sample566,8.62231332210808
Sample69,5.13394219025569
Sample3217,7.76622766666198
Sample4552,4.38905618591094
Sample5665,11.3461909255558
Sample4225,4.12551705348245
Sample4599,3.43441734484905
Sample4798,3.52691990580096
Sample2938,3.77280405663485
Sample4923,4.69644703353323
Sample1511,5.69279867033246
Sample3840,9.02098368962167
Sample1910,8.01385261527954
Sample4548,2.51763726878731
Sample285,6.4001239835672
Sample4461,NA
Sample4185,2.98991374105163
Sample3766,4.82158032431803
Sample412,10.5884120407747
Sample3079,8.94544164320336
Sample5742,7.85318343614114
Sample2644,6.0240658074457
Sample5931,11.3556214511976
Sample3667,7.40758613124588
Sample3057,5.9805673190675
Sample1737,3.61480674173688
Sample4197,7.08275786392439
Sample3295,7.7548589433708
Sample113,6.04288350620122
Sample1125,4.13003693290993
Sample5425,9.47395818853525
Sample143,7.06637572906416
Sample5712,4.05710115362734
Sample2375,3.33490453946573
Sample169,6.23805838695301
Sample3462,5.18176732144239
Sample4654,4.16111326151337
Sample5231,9.97004536514903
Sample384,9.69933516238525
Sample3479,7.3477106044485
Sample4954,5.79346989236139
Sample5910,5.85604665618812
Sample5344,8.22480882791394
Sample5621,3.82040811157314
Sample2384,3.61829215121108
Sample5005,3.59175820639258
Sample3894,7.32093701771814
Sample485,5.8550722395019
Sample4401,5.469900920358
Sample623,7.71716402806262
Sample5509,8.50128008403325
Sample4847,6.35245495868641
Sample4770,6.53610501738391
Sample4382,NA
Sample1888,12.8204706723061
Sample1870,8.98554780082801
Sample182,9.14804848477134
Sample4559,5.5904991588647
Sample938,4.87859724064322
Sample5956,4.06500467950473
Sample5527,8.34432505590282
Sample5352,3.58709014739701
Sample2834,6.44928784995211
Sample3654,5.77135667283999
Sample3218,NA
Sample1978,9.92284352890341
Sample1372,6.42359682289313
Sample2911,6.09232777446912
Sample664,7.00522946031816
Sample1296,2.44395474592491
Sample2666,4.29403890264198
Sample4606,6.78572011886514
Sample2413,4.53307428170721
Sample5926,6.23337560437892
Sample1298,5.84193679148721
Sample1115,13.6161982848807
Sample541,7.04737129082784
Sample2906,9.03175069926905
Sample2736,4.50682255102761
Sample5830,2.86553823336146
Sample4967,NA
Sample5630,4.0329448344766
Sample5261,3.10794031928727
Sample5232,4.0519666515362
Sample3608,3.81957538575834
Sample1470,5.21000887936646
Sample3723,2.34130877893965
Sample5726,1.97741295410339
Sample3768,10.2557007959784
Sample5511,3.62029202520805
Sample768,6.1259223960637
Sample5689,4.45323191909012
Sample3717,3.95720192341433
Sample2846,4.02858529068486
Sample131,8.3946977228667
Sample2867,10.0372349248091
Sample4701,11.7201859627947
Sample2047,12.8051611771778
Sample5050,6.36724337647324
Sample452,5.59660476358495
Sample1270,NA
Sample2798,6.89735632315345
Sample5200,5.90068860566882
Sample4027,6.99315615651261
Sample4715,3.37416315933934
Sample2951,4.62834450084657
Sample2518,6.66332205386623
Sample5463,5.38364575128708
Sample1893,5.31281630834438
Sample5965,7.94355190737178
Sample3861,5.32843150973059
Sample3043,4.01816956897171
Sample499,11.1949421137197
Sample1219,NA
Sample162,6.11243570202077
Sample5715,11.5831832100429
Sample3681,10.2673317119651
Sample2151,2.90351594851734
Sample712,6.54555851606527
Sample1519,6.70313911036492
Sample1636,3.20545590692481
Sample682,4.35555646362849
Sample5599,5.67539431068749
Sample1144,6.93632632453933
Sample3584,5.77357071729118
Sample4160,12.1616311502519
Sample284,4.89358562001438
Sample4669,5.3075147908039
Sample3309,2.52103981853156
Sample5154,3.53834727415768
Sample556,9.90721541473484
Sample2844,2.29906367268669
Sample595,6.1196734908294
Sample2849,9.38748768454237
Sample3932,NA
Sample1731,5.89152767598018
Sample728,3.55714951850729
Sample1614,5.7455245344865
Sample1820,5.10854559954112
Sample5571,4.98404821717545
Sample1493,3.72400066486904
Sample603,4.71637700536583
Sample525,4.59366923450012
Sample336,12.067947153255
Sample4892,8.53608058449418
Sample3563,6.49407752489355
Sample786,1.49880286296241
Sample5213,7.55941106154665
Sample970,13.6832857535022
Sample478,4.52354066584565
Sample4748,5.64235192143787
Sample4180,6.46568726436539
Sample4170,NA
Sample462,4.55970285199207
Sample3912,6.57683141913009
Sample1282,5.04925186071086
Sample237,4.05817313442604
Sample4671,3.12811023976946
Sample4615,9.91900934267368
Sample3545,5.78510798197525
Sample4038,NA
Sample5190,9.26410650089301
Sample4019,4.8019765887897
Sample1526,5.58427606299792
Sample5991,5.19640827056971
Sample2841,4.049054729833
Sample2054,3.05621647941926
Sample852,4.83423068724824
Sample2076,3.82413460592956
Sample35,5.02538881728147
Sample3298,NA
Sample3148,NA
Sample3313,4.55829041373051
Sample5495,8.02943564989206
Sample5705,6.9506322856003
Sample5610,4.51587850105848
